"mineral name","point group","space group"
"Corkite"," "," "
"Corkite"," "," "
"Corkite","3mm","R3m"
"Corkite","32/m2/m","R3m"
"Cornetite"," "," "
"Cornetite"," "," "
"Cornetite","2/m2/m2/m","Pbca"
"Cornubite",1,"P1"
"Cornubite",1,"P1"
"Cornwallite"," "," "
"Cornwallite"," "," "
"Cornwallite","2/m","P21/c"
"Coronadite"," "," "
"Coronadite"," "," "
"Coronadite","2/m","I2/m"
"Coronadite","2/m","I2/m"
"Correianevesite","2/m2/m2/m","Pbna"
"Correianevesite"," "," "
"Correianevesite"," "," "
"Correianevesite"," "," "
"Correianevesite","2/m2/m2/m","Pbna"
"Cortesognoite","2/m2/m2/m","Cmcm"
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum"," "," "
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corundum","32/m2/m","R3c"
"Corvusite"," "," "
"Corvusite","2/m","C2/m"
"Corvusite"," "," "
"Cosalite","2/m2/m2/m","Pbnm"
"Cosalite"," "," "
"Cosalite"," "," "
"Cosalite"," "," "
"Cosalite","2/m2/m2/m","Pbnm"
"Cosalite","2/m2/m2/m","Pnma"
"Cosalite","2/m2/m2/m","Pnma"
"Cosalite","2/m2/m2/m","Pnma"
"Cosalite","2/m2/m2/m","Pnma"
"Cosalite","2/m2/m2/m","Pnma"
"Cosalite","2/m2/m2/m","Pnma"
"Coskrenite-(Ce)",1,"P1"
"Cossaite",3,"R3"
"Costibite","2mm","Pn21m"
"Cotunnite"," "," "
"Cotunnite","2/m2/m2/m","Pbnm"
"Coulsonite","4/m32/m","Fd3m"
"Coulsonite","4/m32/m","Fd3m"
"Coutinhoite","2/m2/m2/m","Cmmb"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite"," "," "
"Covellite"," "," "
"Covellite"," "," "
"Covellite"," "," "
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","2/m2/m2/m","Cmcm"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Covellite","6/m2/m2/m","P63/mmc"
"Cowlesite"," "," "
"Cowlesite"," "," "
"Cowlesite"," "," "
"Coyoteite"," "," "
"Crandallite","32/m2/m","R3m"
"Crandallite","32/m2/m","R3m"
"Cranswickite","m","Cc"
"Cranswickite","2/m","C2/c"
"Crawfordite",2,"P21"
"Creaseyite"," "," "
"Creaseyite"," "," "
"Creaseyite"," "," "
"Creaseyite"," "," "
"Crednerite"," "," "
"Crednerite","2/m","C2/m"
"Crednerite","2/m","C2/m"
"Creedite"," "," "
"Creedite","2/m","C2/c"
"Crerarite","4/m32/m","Fm3m"
"Crichtonite"," "," "
"Crichtonite"," "," "
"Crichtonite",3,"R3"
"Criddleite"," "," "
"Criddleite"," "," "
"Crimsonite","2/m2/m2/m","Cccm"
"Cristobalite"," "," "
"Cristobalite"," "," "
"Cristobalite"," "," "
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite","4/m32/m","Fd3m"
"Cristobalite","4/m32/m","Fd3m"
"Cristobalite","4/m32/m","Fd3m"
"Cristobalite","4/m32/m","Fd3m"
"Cristobalite","4/m32/m","Fd3m"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",222,"P212121"
"Cristobalite",422,"P41212"
"Cristobalite","2/m","P21/c"
"Cristobalite","2/m","P21/c"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite","2/m","P21/c"
"Cristobalite","32/m2/m","R3c"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Cristobalite",422,"P41212"
"Crocobelonite","2/m2/m2/m","Pnma"
"Crocoite",222,"P212121"
"Crocoite"," "," "
"Crocoite"," "," "
"Crocoite","2/m","P21/n"
"Crocoite","2/m2/m2/m","Pnma"
"Crocoite","2/m","P21/n"
"Crocoite","2/m","P21/n"
"Cronstedtite"," "," "
"Cronstedtite",3,"R3"
"Cronstedtite","3mm","P31m"
"Cronstedtite","3mm","P31m"
"Cronstedtite","3mm","P31m"
"Cronstedtite","3mm","P31m"
"Cronusite"," "," "
"Crookesite","4/m","I4/m"
"Crookesite"," "," "
"Crookesite","4/m","I4/m"
"Crookesite","4/m","I4/m"
"Crookesite","4/m","I4/m"
"Crowningshieldite","6/m2/m2/m","P63/mmc"
"Cryobostryxite","2/m","P21/c"
"Cryolite"," "," "
"Cryolite"," "," "
"Cryolite"," "," "
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","4/m32/m","Fm3m"
"Cryolite","4/m32/m","Fm3m"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m","P21/n"
"Cryolite","2/m2/m2/m","Immm"
"Cryolite","2/m2/m2/m","Immm"
"Cryolithionite"," "," "
"Cryolithionite","4/m32/m","Ia3d"
"Cryolithionite","4/m32/m","Ia3d"
"Cryolithionite","4/m32/m","Ia3d"
"Cryptochalcite",1,"P1"
"Cryptohalite","4/m32/m","Fm3m"
"Cryptohalite","4/m32/m","Fm3m"
"Cryptomelane","2/m","I2/m"
"Cryptomelane","4/m","I4/m"
"Cryptophyllite","2/m","P21/n"
"Cualstibite",3,"P3"
"Cuatrocapaite-(K)","32/m2/m","P3m1"
"Cuatrocapaite-(NH4)","32/m2/m","P3m1"
"Cubanite"," "," "
"Cubanite","2/m2/m2/m","Pcmn"
"Cubanite","2/m2/m2/m","Pcmn"
"Cubanite","2/m2/m2/m","Pcmn"
"Cubanite","2/m2/m2/m","Pcmn"
"Cubanite","2/m2/m2/m","Pcmn"
"Cubanite","2/m2/m2/m","Pcmn"
"Cubanite","2/m2/m2/m","Pcmn"
"Cubanite","2/m2/m2/m","Pcmn"
"Cuboargyrite","4/m32/m","Fm3m"
"Cuboargyrite","4/m32/m","Fm3m"
"Cubothioplumbite","332/m","Pa3"
"Cumengeite"," "," "
"Cumengeite","4/m2/m2/m","I4/mmm"
"Cummingtonite","2/m","C2/m"
"Cummingtonite","2/m","C2/m"
"Cummingtonite","2/m","P21/m"
"Cummingtonite","2/m","P21/m"
"Cummingtonite","2/m","P21/m"
"Cummingtonite","2/m","C2/m"
"Cummingtonite","2/m","C2/m"
"Cummingtonite","2/m","C2/m"
"Cummingtonite","2/m","C2/m"
"Cummingtonite","2/m","P21/m"
"Cummingtonite","2/m","P21/m"
"Cummingtonite","2/m","P21/m"
"Cummingtonite","2/m","P21/m"
"Cummingtonite","2/m","C2/m"
"Cupalite","2/m","C2/m"
"Cupalite"," "," "
"Cupalite"," "," "
"Cupalite","2/m","I2/m"
"Cupalite","2/m","C2/m"
"Cuprite"," "," "
"Cuprite"," "," "
"Cuprite"," "," "
"Cuprite","4/m32/m","Pn3m"
"Cuprite","4/m32/m","Pn3m"
"Cuprite","4/m32/m","Pn3m"
"Cuprite","332/m","Pn3"
"Cuprite","4/m32/m","Pn3m"
"Cuprobismutite","2/m","C2/m"
"Cuprodongchuanite",1,"P1"
"Cuproiridsite","4/m2/m2/m","I41/amd"
"Cuproiridsite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cuprokalininite","4/m32/m","Fd3m"
"Cupromakopavonite","2/m","C2/m"
"Cupromakovickyite","2/m","C2/m"
"Cupromolybdite","2/m2/m2/m","Pnma"
"Cupromolybdite","2/m2/m2/m","Pnma"
"Cuproneyite","2/m","C2/m"
"Cuproneyite","2/m","C2/m"
"Cupropavonite"," "," "
"Cupropavonite"," "," "
"Cupropearceite","32/m2/m","P3m1"
"Cupropolybasite","32/m2/m","P3m1"
"Cuprorhodsite","4/m32/m","Fd3m"
"Cuprorhodsite","4/m32/m","Fd3m"
"Cuprorhodsite","4/m32/m","Fd3m"
"Cuprorhodsite","4/m32/m","Fd3m"
"Cuprorhodsite","4/m32/m","Fd3m"
"Cuprorhodsite","4/m32/m","Fd3m"
"Cuprorivaite","4/m2/m2/m","P4/ncc"
"Cuprosklodowskite"," "," "
"Cuprosklodowskite",1,"P1"
"Cuprospinel","4/m32/m","Fd3m"
"Cuprospinel","4/m32/m","Fd3m"
"Cuprospinel","4/m2/m2/m","I41/amd"
"Cuprostibite"," "," "
"Cuprostibite","4/m2/m2/m","P4/nmm"
"Cuprostibite","4/m2/m2/m","P4/nmm"
"Cuprotungstite",422,"P41212"
"Cuprozheshengite",1,"P1"
"Curetonite","2/m","P21/n"
"Curienite"," "," "
"Curienite","2/m2/m2/m","Pcan"
"Curite"," "," "
"Curite"," "," "
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Curite","2/m2/m2/m","Pnam"
"Currierite",622,"P622"
"Cuspidine"," "," "
"Cuspidine"," "," "
"Cuspidine"," "," "
"Cuspidine","2/m","P21/c"
"Cuspidine","2/m","P21/c"
"Cuspidine","2/m","P21/n"
"Cuspidine","2/m","P21/n"
"Cuspidine","2/m","P21/a"
"Cuspidine","2/m","P21/a"
"Cuzticite"," "," "
"Cyanochroite","2/m","P21/a"
"Cyanochroite","2/m","P21/c"
"Cyanochroite","2/m","P21/a"
"Cyanotrichite"," "," "
"Cylindrite",1,"A1"
"Cylindrite",1,"A1"
"Cylindrite",1,"F1"
"Cylindrite",1,"C1"
"Cylindrite"," "," "
"Cylindrite"," "," "
"Cymrite"," "," "
"Cymrite",2,"P21"
"Cyprine","4/m","P4/n"
"Cyrilovite"," "," "
"Cyrilovite",422,"P41212"
"Czochralskiite","2/m2/m2/m","Pnma"
"Dachiardite-Ca"," "," "
"Dachiardite-Ca","2/m","C2/m"
"Dachiardite-K","2/m","C2/m"
"Dachiardite-Na","2/m","C2/m"
"Dachiardite-Na","2/m","C2/m"
"Dadsonite"," "," "
"Dadsonite",1,"P1"
"Dadsonite",1,"P1"
"Dagenaisite","2/m","C2/c"
"Daliranite"," "," "
"Dalnegorskite",1,"P1"
"Dalnegroite",1,"P1"
"Dalnegroite",1,"P1"
"Dalyite"," "," "
"Dalyite",1,"P1"
"Damaraite","2mm","Pmc21"
"Damaraite","2mm","Pmc21"
"Damiaoite","4/m32/m","Fm3m"
"Damiaoite","4/m32/m","Fm3m"
"Danalite"," "," "
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danalite","43m","P43n"
"Danbaite"," "," "
"Danburite"," "," "
"Danburite"," "," "
"Danburite","2/m2/m2/m","Pbnm"
"Danburite","2/m2/m2/m","Pnam"
"Danburite","2/m2/m2/m","Pnam"
"Danburite","2/m2/m2/m","Pnam"
"Danburite","2/m2/m2/m","Pnam"
"Danburite","2/m2/m2/m","Pnam"
"Danburite","2/m2/m2/m","Pnam"
"Danburite","2/m2/m2/m","Pnam"
"Danielsite"," "," "
"Dansite","43m","I43d"
"Dansite-(Fe)","43m","I43d"
"Dansite-(Fe)","43m","I43d"
"Dansite-(Mn)","43m","I43d"
"Dansite-(Mn)","43m","I43d"
"Dantopaite","2/m","C2/m"
"Daomanite"," "," "
"Daomanite"," "," "
"Daomanite"," "," "
"Daomanite","m","Aa"
"Daomanite","m","Cc"
"Daqingshanite-(Ce)","3mm","R3m"
"Darapiosite","6/m2/m2/m","P6/mcc"
"Darapskite","2/m","P21/m"
"Dargaite","32/m2/m","R3m"
"Darrellhenryite","3mm","R3m"
"Darrellhenryite","3mm","R3m"
"Dashkovaite","2/m","P21/c"
"Datolite"," "," "
"Datolite"," "," "
"Datolite","2/m","P21/a"
"Datolite","2/m","P21/a"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Datolite","2/m","P21/c"
"Daubreeite","4/m2/m2/m","P4/nmm"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Daubreelite","4/m32/m","Fd3m"
"Davanite",1,"P1"
"Davemaoite","4/m32/m","Pm3m"
"Davidbrownite-(NH4)","2/m","P21/c"
"Davidite-(Ce)"," "," "
"Davidite-(La)"," "," "
"Davidite-(La)",3,"R3"
"Davidlloydite"," "," "
"Davidlloydite",1,"P1"
"Davidsmithite",6,"P63"
"Davidsmithite",6,"P63"
"Davinciite","3mm","R3m"
"Davinciite","3mm","R3m"
"Davisite","2/m","C2/c"
"Davreuxite","2/m","P21/m"
"Davyne"," "," "
"Davyne"," "," "
"Davyne",6,"P63"
"Davyne","6/m","P63/m"
"Davyne",6,"P63"
"Davyne",6,"P63"
"Dawsonite"," "," "
"Dawsonite"," "," "
"Dawsonite"," "," "
"Dawsonite","2/m2/m2/m","Imma"
"Dawsonite","2mm","I2cm"
"Dawsonite","2/m2/m2/m","Imam"
"Deanesmithite",1,"P1"
"Debattistiite",1,"P1"
"Decagonite"," "," "
"Decrespignyite-(Y)"," "," "
"Decrespignyite-(Y)"," "," "
"Deerite"," "," "
"Deerite","2/m","P21/a"
"Defernite"," "," "
"Defernite","2/m2/m2/m","Pnam"
"Defernite","2/m2/m2/m","Pnam"
"Dekatriasartorite","2/m","P21/c"
"Delafossite"," "," "
"Delafossite","32/m2/m","R3m"
"Delafossite","6/m2/m2/m","P63/mmc"
"Delhayelite"," "," "
"Delhayelite"," "," "
"Delhayelite","2/m2/m2/m","Pmmn"
"Delhuyarite-(Ce)","2/m","C2/m"
"Deliensite","2mm","Pnn2"
"Deliensite","2mm","Pnn2"
"Deliensite","2mm","Pnn2"
"Deliensite","2mm","Pnn2"
"Deliensite","2mm","Pnn2"
"Deliensite","2mm","Pnn2"
"Deliensite","2mm","Pnn2"
"Deliensite","2mm","Pnn2"
"Delindeite","2/m","A2/m"
"Delindeite","2/m","C2/c"
"Dellagiustaite","4/m32/m","Fd3m"
"Dellaite",1,"P1"
"Dellaite",1,"P1"
"Dellaite",1,"P1"
"Deloneite",6,"P63"
"Deloneite",3,"P3"
"Deloryite","2/m","C2/m"
"Deloryite","2/m","B2/m"
"Delrioite","2/m","I2/a"
"Deltalumite","42m","P4m2"
"Delvauxite"," "," "
"Demagistrisite","2mm","Amm2"
"Demartinite","6mm","P63mc"
"Demesmaekerite"," "," "
"Demesmaekerite",1,"P1"
"Demicheleite-(Br)","2/m2/m2/m","Pnam"
"Demicheleite-(Cl)","2/m2/m2/m","Pnam"
"Demicheleite-(I)","2/m2/m2/m","Pnam"
"Dendoraite-(NH4)","2/m","P21/n"
"Denisovite"," "," "
"Denningite"," "," "
"Denningite","4/m2/m2/m","P42/nbc"
"Denningite","4/m2/m2/m","P42/nbc"
"Denningite","4/m2/m2/m","P42/nbc"
"Denningite","4/m2/m2/m","P42/nbc"
"Denningite","4/m2/m2/m","P42/nbc"
"Denningite","4/m2/m2/m","P42/nbc"
"Depmeierite",6,"P63"
"Derbylite"," "," "
"Derbylite","2/m","P21/m"
"Derbylite","2/m","P21/m"
"Derriksite"," "," "
"Derriksite","2mm","Pn21m"
"Dervillite","2/m","P2/a"
"Dervillite","2/m","P2/a"
"Dervillite","m","Pc"
"Desautelsite","32/m2/m","R3m"
"Desautelsite"," "," "
"Descloizite"," "," "
"Descloizite"," "," "
"Descloizite"," "," "
"Descloizite",222,"P212121"
"Descloizite","2/m2/m2/m","Pnma"
"Despujolsite"," "," "
"Despujolsite","62m","P62c"
"Despujolsite","62m","P62c"
"Dessauite-(Y)",3,"R3"
"Destinezite",1,"P1"
"Destinezite",1,"P1"
"Destinezite"," "," "
"Destinezite",1,"P1"
"Deveroite-(Ce)","2/m","P21/c"
"Deveroite-(Ce)","2/m","P21/c"
"Deveroite-(Ce)","2/m","P21/c"
"Devilliersite",1,"P1"
"Devilliersite",1,"P1"
"Devilline"," "," "
"Devilline","2/m","P21/c"
"Devitoite",1,"P1"
"Devitoite"," "," "
"Devitoite",1,"P1"
"Dewindtite"," "," "
"Dewindtite","2/m2/m2/m","Bmmb"
"Dewitite",1,"P1"
"Deynekoite","3mm","R3c"
"Diaboleite"," "," "
"Diaboleite"," "," "
"Diaboleite","4mm","P4mm"
"Diamond"," "," "
"Diamond"," "," "
"Diamond"," "," "
"Diamond"," "," "
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","2/m2/m2/m","Cmma"
"Diamond","2/m2/m2/m","Cmmm"
"Diamond","2/m2/m2/m","Pban"
"Diamond","332/m","Ia3"
"Diamond","332/m","Ia3"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diamond","4/m32/m","Fd3m"
"Diaoyudaoite"," "," "
"Diaoyudaoite"," "," "
"Diaoyudaoite","6/m2/m2/m","P63/mmc"
"Diaoyudaoite","6/m2/m2/m","P63/mmc"
"Diaoyudaoite","6/m2/m2/m","P63/mmc"
"Diaoyudaoite","6/m2/m2/m","P63/mmc"
"Diaoyudaoite","6/m2/m2/m","P63/mmc"
"Diaoyudaoite","6/m2/m2/m","P63/mmc"
"Diaphorite"," "," "
"Diaphorite","2/m","P21/c"
"Diaspore"," "," "
"Diaspore"," "," "
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Diaspore","2/m2/m2/m","Pbnm"
"Dickinsonite-(KMnNa)"," "," "
"Dickinsonite-(KMnNa)","m","Cc"
"Dickinsonite-(KMnNa)","2/m","A2/a"
"Dickite"," "," "
"Dickite"," "," "
"Dickite","m","Cc"
"Dickite","m","Cc"
"Dickite","m","Cc"
"Dickite","m","Cc"
"Dickite","m","Cc"
"Dickthomssenite"," "," "
"Dickthomssenite","2/m","C2/c"
"Diegogattaite","2/m","C2/m"
"Diegogattaite","2/m","C2/m"
"Diegogattaite"," "," "
"Diegogattaite","2/m","C2/m"
"Dietrichite"," "," "
"Dietrichite","2/m","P21/c"
"Dietzeite"," "," "
"Dietzeite","2/m","P21/c"
"Digenite"," "," "
"Digenite","4/m32/m","Fm3m"
"Digenite","4/m32/m","Fm3m"
"Digenite","32/m2/m","R3m"
"Digenite","4/m32/m","Fm3m"
"Digenite","4/m32/m","Fm3m"
"Digenite","4/m32/m","Fm3m"
"Digenite","4/m32/m","Fm3m"
"Dimorphite","2/m2/m2/m","Pnma"
"Dingdaohengite-(Ce)"," "," "
"Dingdaohengite-(Ce)","2/m","P21/a"
"Dingdaohengite-(Ce)","2/m","C2/m"
"Dinite",222,"P212121"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside"," "," "
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
"Diopside","2/m","C2/c"
