,mineral name,point group,space group
17323,Rastsvetaevite,3mm,R3m
17325,Rasvumite,2/m2/m2/m,Cmcm
17330,Rathite,2/m,P21/a
17331,Rathite,2,P21
17332,Rathite,2/m,P21/c
17333,Rauchite,1,P1
17334,Rauchite,1,I1
17335,Rauenthalite,1,P1
17336,Ravatite,2,P21
17337,Raygrantite,1,P1
17339,Realgar,2/m,P21/n
17380,Reaphookhillite,1,P1
17381,Rebulite,2/m,P21/c
17382,Redcanyonite,2/m,C2/m
17384,Redgillite,2/m,P21/c
17386,Redledgeite,4/m,I4/m
17387,Redmondite,2/m,P21/c
17388,Reederite-(Y),6,P6
17389,Reedmergnerite,1,C1
17409,Refikite,222,P21212
17411,Reichenbachite,2/m,P21/a
17412,Reidite,4/m,I41/a
17414,Reinerite,2/m2/m2/m,Pbam
17416,Reinhardbraunsite,2/m,P21/b
17417,Reinhardbraunsite,2/m,P21/a
17419,Relianceite-(K),m,Pc
17421,Remondite-(La),2,P2
17422,Rengeite,2/m,C2/m
17423,Rengeite,2/m,P21/a
17426,Renierite,42m,P42c
17427,Reppiaite,2/m,C2/m
17432,Retgersite,422,P43212
17434,Retgersite,422,P41212
17442,Retzian-(Ce),2/m2/m2/m,Pban
17444,Retzian-(La),2/m2/m2/m,Pban
17445,Retzian-(Nd),2/m2/m2/m,Pban
17446,Revdite,2,C2
17449,Reyerite,3,P3
17450,Reynoldsite,1,P1
17451,Reznitskyite,2/m,C2/c
17452,Rhabdoborite-(Mo),6,P63
17453,Rhabdoborite-(V),6,P63
17454,Rhabdoborite-(W),6,P63
17455,Rhabdophane-(Ce),322,P3121
17456,Rhabdophane-(Ce),622,P6222
17457,Rhabdophane-(Y),622,P6222
17458,Rheniite,1,P1
17460,Rhodesite,2/m2/m2/m,Pmmn
17461,Rhodesite,2/m2/m2/m,Pmam
17464,Rhodium,4/m32/m,Fm3m
17468,Rhodizite,43m,P43m
17470,Rhodochrosite,32/m2/m,R3c
17479,Rhodochrosite,3mm,R3c
17486,Rhodonite,1,P1
17487,Rhodonite,1,C1
17505,Rhodostannite,4/m,I41/a
17506,Rhodplumsite,32/m2/m,R3m
17508,Rhomboclase,2/m2/m2/m,Pnma
17512,Rhonite,1,P1
17515,Ribbeite,2/m2/m2/m,Pnma
17516,Richardsite,42m,I42m
17517,Richardsollyite,2/m,P21/c
17519,Richelsdorfite,2/m,C2/m
17521,Richetite,1,P1
17526,Richterite,2/m,C2/m
17596,Rickardite,4/m2/m2/m,P4/nmm
17598,Rickturnerite,2mm,Pmm2
17602,Riesite,2/m,P2/c
17603,Rietveldite,2mm,Pmn21
17604,Rimkorolgite,2/m,P21/c
17606,Ringwoodite,4/m32/m,Fd3m
17643,Rinkite-(Y),2/m,P21/c
17644,Rinmanite,6mm,P63mc
17645,Rinneite,32/m2/m,R3c
17649,Riomarinaite,2/m,P21/n
17650,Riosecoite,1,P1
17651,Riotintoite,1,P1
17652,Rippite,4mm,P4bm
17654,Rittmannite,2/m,P2/a
17655,Rivadavite,2/m,P21/m
17656,Rivadavite,2/m,P21/c
17657,Roaldite,43m,P43m
17658,Robertsite,2/m,A2/a
17661,Robertsite,m,Aa
17663,Robinsonite,2/m,I2/m
17666,Rockbridgeite,2/m2/m2/m,Bbmm
17669,Rodalquilarite,1,P1
17672,Rodolicoite,322,P3121
17675,Roeblingite,2/m,C2/m
17677,Roedderite,6/m2/m2/m,P6/mcc
17680,Roedderite,62m,P62c
17682,Rogermitchellite,32/m2/m,P3c1
17683,Roggianite,4/m2/m2/m,I4/mcm
17687,Rokuhnite,2/m,C2/m
17688,Rollandite,2/m2/m2/m,Pnma
17689,Romanechite,2/m,C2/m
17690,Romanorlovite,4/m2/m2/m,I4/mmm
17692,Romarchite,4/m2/m2/m,P4/nmm
17694,Romerite,1,P1
17705,Rondorfite,1,P1
17706,Rondorfite,332/m,Fd3
17707,Rongibbsite,2/m,C2/m
17709,Rongibbsite,2/m,I2/m
17710,Ronneburgite,2/m,P21/n
17711,Rontgenite-(Ce),3,R3
17712,Rooseveltite,2/m,P21/n
17713,Roquesite,42m,I42d
17715,Rorisite,4/m2/m2/m,P4/nmm
17718,Rosasite,2/m,P21/a
17721,Roscherite,1,C1
17724,Roselite,2/m,P21/c
17727,Rosemaryite,2/m,P21/n
17728,Rosenbergite,4/m,P4/n
17729,Rosenbuschite,1,P1
17731,Rosenhahnite,1,P1
17732,Roshchinite,2/m2/m2/m,Pmna
17735,Rosiaite,32/m2/m,P31m
17738,Rosickyite,2/m,P2/c
17739,Rosickyite,2/m,P21/n
17740,Rosickyite,2/m,P2/n
17741,Rosickyite,2/m,C2/c
17742,Rosickyite,2/m,I2/a
17744,Rossiantonite,1,P1
17746,Rossite,1,P1
17747,Rosslerite,2/m,C2/c
17750,Rossmanite,3mm,R3m
17753,Rossovskyite,2/m,P2/c
17754,Rostite,2/m2/m2/m,Pcab
17758,Roterbarite,222,P212121
17761,Rouaite,2,P21
17763,Roubaultite,1,P1
17764,Roumaite,m,Cc
17766,Routhierite,42m,I42m
17767,Rouvilleite,m,Cc
17768,Rouxelite,2/m,C2/m
17771,Roweite,2/m2/m2/m,Pbam
17772,Rowleyite,4/m32/m,Fd3m
17774,Roxbyite,2/m,P2/m
17775,Roxbyite,1,P1
17777,Roymillerite,1,P1
17778,Rozenite,2/m,P21/n
17780,Rozhdestvenskayaite-(Zn),43m,I43m
17784,Rruffite,2/m,P21/c
17786,Rubicline,2/m,C2/m
17788,Rubinite,4/m32/m,Ia3d
17789,Rucklidgeite,32/m2/m,R3m
17790,Rudabanyaite,43m,F43c
17791,Rudashevskyite,43m,F43m
17795,Rudlingerite,2/m,P21/n
17796,Rudolfhermannite,6/m,P63/m
17797,Ruifrancoite,2/m,C2/c
17800,Ruitenbergite,2,P21
17801,Ruizite,2/m,P21/c
17805,Ruizite,2,C2
17806,Ruizite,2,A2
17807,Ruizite,2/m,C2/m
17808,Rumoiite,2/m2/m2/m,Pbca
17810,Rumseyite,4/m2/m2/m,I4/mmm
17811,Rusinovite,2/m2/m2/m,Cmcm
17813,Russellite,4/m2/m2/m,I41/amd
17814,Russellite,2mm,Pca21
17815,Russoite,622,P622
17816,Rustenburgite,4/m32/m,Fm3m
17817,Rustumite,2/m,C2/c
17818,Ruthenarsenite,2/m2/m2/m,Pnma
17821,Ruthenium,6/m2/m2/m,P63/mmc
17827,Rutherfordine,2mm,Imm2
17835,Rutile,4/m2/m2/m,P42/mnm
17846,Ryabchikovite,2/m,P21/c
17849,Rynersonite,2/m2/m2/m,Pnma
17850,Saamite,1,P1
17853,Sabatierite,4/m2/m2/m,I4/mmm
17854,Sabelliite,3,P3
17855,Sabieite,322,P321
17857,Sabinaite,2/m,C2/c
17860,Saccoite,4/m2/m2/m,P4/ncc
17863,Sadanagaite,2/m,C2/m
17868,Safflorite,2/m2/m2/m,Pnnm
17869,Sahamalite-(Ce),2/m,P21/a
17871,Sahlinite,2/m,C2/c
17872,Sailaufite,m,Cm
17874,Sainfeldite,2/m,C2/c
17877,Sakhaite,4/m32/m,Fd3m
17878,Sakhaite,432,F4132
17883,Salammoniac,4/m32/m,Pm3m
17887,Saleeite,2/m,P21/c
17888,Saleeite,2/m,P21/n
17890,Salesite,2/m2/m2/m,Pnma
17891,Saliotite,2/m,C2/m
17893,Saltonseaite,32/m2/m,R3c
17894,Salzburgite,2/m2/m2/m,Pmcn
17895,Samaniite,4/m2/m2/m,P42/mnm
17896,Samarskite-(Y),2/m,P2/c
17900,Samfowlerite,2/m,P21/c
17904,Sampleite,2/m,P21/n
17905,Sampleite,2/m,P21/c
17906,Samraite,2/m,P21/c
17908,Samsonite,2/m,P21/n
17916,Samuelsonite,2/m,C2/m
17919,Sanbornite,2/m2/m2/m,Pcmn
17921,Sanderite,222,P212121
17923,Saneroite,1,P1
17924,Sangenaroite,2/m,P21/n
17925,Sanguite,2/m,P21/c
17927,Sanidine,2/m,C2/m
18013,Sanjuanite,2/m,P21/n
18014,Sanmartinite,1,P1
18015,Sanmartinite,2/m,P2/c
18016,Sanromanite,6mm,P63mc
18019,Santaclaraite,1,I1
18021,Santanaite,622,P6322
18022,Santarosaite,42m,I42d
18023,Santite,2mm,Aba2
18025,Sapozhnikovite,43m,P43n
18030,Sapphirine,1,P1
18031,Sapphirine,2/m,P21/a
18036,Sarabauite,2/m,C2/c
18038,Saranchinaite,2,P21
18039,Saranovskite,3,R3
18041,Sarcolite,4/m,I4/m
18043,Sarcopside,2/m,P21/c
18045,Sarcopside,2/m,P21/a
18047,Sardignaite,2/m,P21/m
18049,Sarkinite,2/m,P21/a
18050,Sarmientite,2/m,P21/c
18051,Sarmientite,2/m,P21/n
18052,Sarrabusite,2/m,C2/c
18054,Sarrochite,32/m2/m,P3m1
18056,Sartorite,2/m,P21/c
18061,Sassolite,1,P1
18065,Satterlyite,3mm,P31m
18066,Savelievaite,2/m2/m2/m,Pbam
18067,Sayrite,2/m,P21/c
18068,Sazhinite-(Ce),2mm,Pmm2
18069,Sazhinite-(La),2mm,Pmm2
18070,Sazykinaite-(Y),322,R32
18071,Sbacchiite,2/m2/m2/m,Pnma
18072,Sborgite,2/m,C2/c
18073,Scacchite,32/m2/m,R3m
18075,Scainiite,2/m,C2/m
18076,Scandiobabingtonite,1,P1
18077,Scandio-winchite,2/m,C2/m
18082,Scawtite,m,Cm
18083,Scawtite,2/m,I2/m
18084,Scawtite,m,Im
18085,Scenicite,2mm,Pca21
18089,Schafarzikite,4/m2/m2/m,P42/mbc
18090,Schafarzikite,2/m,P21/c
18091,Schafarzikite,4/m,P42/m
18094,Schaferite,4/m32/m,Ia3d
18095,Schairerite,3mm,P31m
18096,Schallerite,6,P63
18097,Schapbachite,4/m32/m,Fm3m
18102,Schaurteite,6/m2/m2/m,P63/mmc
18108,Scheelite,4/m,I41/a
18114,Schertelite,2/m2/m2/m,Pbca
18115,Scheuchzerite,1,P1
18117,Schiavinatoite,4/m2/m2/m,I41/amd
18119,Schieffelinite,222,C2221
18120,Schindlerite,1,P1
18122,Schizolite,1,P1
18124,Schizolite,1,C1
18125,Schlegelite,2/m2/m2/m,Pnca
18126,Schlemaite,2/m,P21/m
18127,Schluterite-(Y),2/m,P21/c
18129,Schmidite,2/m2/m2/m,Pmab
18133,Schmiederite,2/m,P21/m
18135,Schmitterite,2mm,Pca21
18136,Schmitterite,2/m2/m2/m,Pbcm
18137,Schneebergite,2/m,C2/m
18139,Schneiderhohnite,1,P1
18141,Schoderite,2/m,P2/m
18143,Schoenfliesite,332/m,Pn3
18146,Schoepite,2mm,P21ca
18150,Scholzite,2/m2/m2/m,Pbcn
18152,Scholzite,2mm,Pbc21
18153,Schoonerite,2/m2/m2/m,Pmab
18154,Schorl,3mm,R3m
18179,Schorlomite,4/m32/m,Ia3d
18184,Schreibersite,4,I4
18193,Schreyerite,2/m,C2/c
18196,Schrockingerite,1,P1
18197,Schubnelite,1,P1
18199,Schuetteite,322,P3121
18201,Schuilingite-(Nd),2mm,P21cn
18202,Schulenbergite,3,P3
18203,Schullerite,1,P1
18207,Schultenite,2/m,P2/c
18208,Schumacherite,1,P1
18214,Schwartzembergite,4/m2/m2/m,I4/mmm
18215,Schwertmannite,4/m,P4/m
18217,Schwertmannite,1,P1
18219,Sclarite,2/m,A2/a
18222,Scolecite,m,Fd
18223,Scolecite,m,Cc
18228,Scordariite,3,R3
18232,Scorodite,2/m2/m2/m,Pbca
18234,Scorodite,2/m2/m2/m,Pcab
18235,Scorticoite,3,P3
18238,Scorzalite,2/m,P21/c
18241,Scotlandite,2/m,P21/m
18246,Scottyite,2/m2/m2/m,Pnma
18250,Scrutinyite,2/m2/m2/m,Pbcn
18251,Seaborgite,1,P1
18252,Seamanite,2/m2/m2/m,Pbnm
18255,Searlesite,2,P21
18256,Sederholmite,6mm,P63mc
18257,Sederholmite,6/m2/m2/m,P63/mmc
18264,Seeligerite,2mm,Cmm2
18265,Seelite,2/m,C2/m
18268,Segelerite,2/m2/m2/m,Pbca
18269,Segerstromite,332,I213
18272,Seidite-(Ce),2/m,C2/c
18274,Seidozerite,2/m,P2/c
18278,Seifertite,2/m2/m2/m,Pbcn
18309,Seinajokite,2/m2/m2/m,Pnnm
18310,Seinajokite,2mm,Pnn2
18321,Sejkoraite-(Y),1,P1
18322,Sekaninaite,2/m2/m2/m,Cccm
18329,Selenium,322,P3221
18330,Selenium,2/m,P21/n
18331,Selenium,2/m,P21/a
18332,Selenium,2/m,P21/c
18333,Selenium,322,P3121
18334,Selenium,3,R3
18335,Selenium,32/m2/m,R3m
18345,Selenium,4/m32/m,Im3m
18358,Selenojalpaite,4/m2/m2/m,I41/amd
18359,Selenolaurite,332/m,Pa3
18360,Selenopolybasite,32/m2/m,P3m1
18361,Selenostephanite,222,P212121
18364,Seligmannite,2mm,Pn21m
18366,Selivanovaite,1,P1
18367,Sellaite,4/m2/m2/m,P42/mnm
18370,Selwynite,4/m2/m2/m,I41/amd
18371,Semenovite-(Ce),4/m,P42/n
18372,Semenovite-(Ce),2/m2/m2/m,Pmnn
18374,Semseyite,2/m,C2/c
18376,Senaite,3,R3
18380,Senarmontite,4/m32/m,Fd3m
18386,Senegalite,2mm,P21nb
18387,Sengierite,2/m,P21/a
18390,Senkevichite,1,P1
18392,Sepiolite,2/m2/m2/m,Pncn
18394,Sepiolite,2/m,P21/n
18405,Serandite,1,P1
18414,Serandite,1,C1
18418,Serendibite,1,P1
18421,Sergevanite,3,R3
18422,Sergeysmirnovite,2/m2/m2/m,Pnma
18425,Serpierite,2/m,C2/c
18426,Serrabrancaite,2/m,C2/c
18429,Sewardite,2/m2/m2/m,Cccm
18432,Shafranovskite,3mm,P31c
18433,Shagamite,6/m2/m2/m,P63/mmc
18434,Shakhdaraite-(Y),2/m,P2/c
18436,Shakhovite,m,Im
18437,Shandite,32/m2/m,R3m
18438,Shannonite,222,P212121
18440,Sharyginite,2mm,Pmc21
18441,Shasuite,2/m,P21/c
18443,Shattuckite,2/m2/m2/m,Pcab
18444,Shcherbakovite,2/m2/m2/m,Imma
18445,Shcherbinaite,2mm,Pmn21
18450,Shcherbinaite,2/m2/m2/m,Pmmn
18452,Shchurovskyite,2,C2
18453,Sheldrickite,3,P32
18454,Shenzhuangite,42m,I42d
18455,Sherwoodite,4/m2/m2/m,I41/amd
18457,Shibkovite,6/m2/m2/m,P6/mcc
18458,Shigaite,3,R3
18461,Shilovite,2mm,Pnn2
18462,Shilovite,2/m2/m2/m,Pnnm
18465,Shilovite,2/m,P21/n
18466,Shimazakiite,2/m,P21/c
18467,Shimazakiite,222,P212121
18468,Shimenite,1,P1
18469,Shinarumpite,2/m,P21/c
18470,Shinkolobweite,2mm,Imm2
18471,Shirokshinite,2/m,C2/m
18472,Shirozulite,2/m,C2/m
18474,Shlykovite,2/m,P21/c
18476,Shomiokite-(Y),2mm,Pbn21
18477,Shomiokite-(Y),2mm,Pna21
18480,Shortite,2mm,Amm2
18481,Shosanbetsuite,2/m2/m2/m,Pmmn
18483,Shuangfengite,32/m2/m,P3m1
18484,Shuiskite-(Cr),2/m,C2/m
18486,Shulamitite,2/m2/m2/m,Pmma
18487,Shumwayite,2/m,P21/c
18488,Shuvalovite,2/m2/m2/m,Pnma
18489,Sibirskite,2/m,P21/a
18490,Sibirskite,2/m,P21/c
18491,Sicherite,2/m2/m2/m,Pmnb
18492,Sicklerite,2/m2/m2/m,Pbnm
18496,Siderazot,322,P312
18497,Siderazot,622,P6322
18498,Siderite,32/m2/m,R3c
18549,Sideronatrite,2/m2/m2/m,Pbnm
18551,Sideronatrite,222,P212121
18552,Siderophyllite,2,C2
18556,Siderophyllite,2/m,C2/m
18558,Siderophyllite,322,P3112
18561,Siderotil,1,P1
18564,Sidorenkite,2/m,P21/m
18565,Sidpietersite,1,P1
18566,Sidwillite,2/m,P21/n
18574,Siegenite,4/m32/m,Fd3m
18577,Sigismundite,2/m,C2/c
18579,Sigloite,1,P1
18580,Siidraite,2/m2/m2/m,Fddd
18581,Silesiaite,1,C1
18583,Silicocarnotite,2/m2/m2/m,Pnma
18586,Silicon,4/m32/m,Fd3m
18596,Silicon,2/m2/m2/m,Imma
18597,Silicon,4/m32/m,Fm3m
18598,Silicon,2/m2/m2/m,Cmca
18601,Silicon,6/m2/m2/m,P6/mmm
18602,Silicon,6/m2/m2/m,P63/mmc
18603,Silicon,332/m,Ia3
18604,Silinaite,2/m,A2/n
18605,Sillenite,332,I23
18613,Sillimanite,2/m2/m2/m,Pbnm
18631,Silver,4/m32/m,Fm3m
18636,Silver,6/m2/m2/m,P63/mmc
18652,Silvialite,4/m,I4/m
18653,Simferite,2/m2/m2/m,Pbnm
18655,Simmonsite,2/m,P21/n
18657,Simonellite,2/m2/m2/m,Pnaa
18658,Simonite,2/m,P21/n
18659,Simonkolleite,32/m2/m,R3m
18663,Simplotite,2/m,C2/m
18666,Simpsonite,3,P3
18670,Sincosite,1,P1
18675,Sinhalite,2/m2/m2/m,Pnma
18676,Sinhalite,2/m2/m2/m,Pbnm
18677,Sinjarite,2/m2/m2/m,Pbcn
18679,Sinkankasite,1,P1
18680,Sinnerite,1,P1
18682,Sinoite,2mm,Cmc21
18687,Sitinakite,4/m2/m2/m,P42/mcm
18689,Sitinakite,4/m2/m2/m,P42/mbc
18691,Siudaite,3mm,R3m
18692,Siwaqaite,3mm,P31c
18693,Skaergaardite,4/m32/m,Pm3m
18694,Skinnerite,2/m,P21/c
18695,Skippenite,32/m2/m,R3m
18698,Sklodowskite,2/m,C2/m
18699,Sklodowskite,2/m,I2/m
18702,Skorpionite,2/m,C2/c
18706,Skutterudite,332/m,Im3
18710,Slavikite,3,R3
18715,Slavkovite,1,P1
18716,Slawsonite,2/m,I2/c
18726,Slawsonite,1,I1
18730,Slawsonite,2/m,P21/c
18731,Slawsonite,2/m,P21/a
18732,Slikite,1,P1
18733,Sluzhenikinite,2/m,P21/m
18734,Slyudyankaite,1,P1
18735,Smamite,1,P1
18736,Smirnite,2mm,Abm2
18738,Smithite,2/m,A2/a
18739,Smithsonite,32/m2/m,R3c
18745,Smrkovecite,2/m,P2/c
18746,Smythite,32/m2/m,R3m
18747,Sobolevite,m,Pc
18748,Sobolevskite,6/m2/m2/m,P63/mmc
18756,Sodalite,43m,P43n
18757,Sodalite,43m,P43m
18774,Sodalite,4/m32/m,Pm3n
18783,Soddyite,2/m2/m2/m,Fddd
18784,Sofiite,2/m2/m2/m,Pccn
18786,Sogdianite,6/m2/m2/m,P6/mcc
18789,Sohngeite,2mm,Pmn21
18791,Solongoite,2/m,P21/b
18792,Somersetite,6/m2/m2/m,P63/mmc
18794,Sonolite,2/m,P21/b
18796,Sonoraite,2/m,P21/c
18800,Sorensenite,m,Cc
18801,Sorosite,6mm,P63mc
18802,Sorosite,6/m2/m2/m,P63/mmc
18804,Soucekite,2mm,Pn21m
18806,Souzalite,1,P1
18807,Spaltiite,2/m,P21/c
18810,Spangolite,3mm,P31c
18812,Spencerite,2/m,P2/c
18814,Sperrylite,332/m,Pa3
18819,Spertiniite,2mm,Cmc21
18820,Spertiniite,2/m2/m2/m,Bbmm
18827,Spessartine,4/m32/m,Ia3d
18843,Sphaerobertrandite,2/m,P21/c
18844,Sphaerobismoite,42m,P421c
18845,Sphaerobismoite,42m,P4b2
18846,Sphaerobismoite,42m,C42b
18854,Sphalerite,43m,F43m
18859,Spheniscidite,2/m,P21/n
18862,Spherocobaltite,32/m2/m,R3c
18864,Spinel,4/m32/m,Fd3m
19489,Spiridonovite,32/m2/m,P3c1
19491,Spiroffite,2/m,C2/c
19495,Spodumene,2/m,C2/c
19505,Spodumene,2/m,P21/c
19507,Spriggite,2/m,C2/c
19508,Springcreekite,32/m2/m,R3m
19509,Spryite,2mm,Pna21
19511,Spurrite,2/m,P21/a
19518,Srebrodolskite,2/m2/m2/m,Pnma
19521,Srebrodolskite,2/m2/m2/m,Pcmn
19548,Srilankite,2/m2/m2/m,Pbcn
19557,Stalderite,42m,I42m
19558,Stanekite,2/m,I2/a
19559,Stanfieldite,2/m,C2/c
19560,Stangersite,2/m,P21/c
19564,Stannite,42m,I42m
19570,Stannoidite,222,I222
19571,Starkeyite,2/m,P21/n
19576,Staroceskeite,2/m2/m2/m,Cmcm
19577,Starovaite,1,P1
19581,Staurolite,2/m,C2/m
19586,Staurolite,2/m2/m2/m,Ccmm
19646,Stavelotite-(La),3,P31
19648,Steacyite,4/m2/m2/m,P4/mcc
19649,Steedeite,1,P1
19652,Steenstrupine-(Ce),32/m2/m,R3m
19653,Stefanweissite,2/m2/m2/m,Cmca
19654,Stefanweissite,2/m,C2/c
19655,Steinhardtite,4/m32/m,Im3m
19660,Steinmetzite,1,P1
19661,Steklite,322,P321
19662,Steklite,322,P312
19666,Stellerite,2/m2/m2/m,Fmmm
19668,Stellerite,2/m2/m2/m,Amma
19672,Stenhuggarite,4/m,I41/a
19673,Stenonite,2/m,P21/n
19678,Stephanite,2mm,Cmc21
19680,Stepite,4/m2/m2/m,I41/acd
19681,Stercorite,1,P1
19682,Stergiouite,m,Pc
19686,Sternbergite,2/m2/m2/m,Ccmb
19687,Steropesite,m,Cc
19688,Sterryite,2/m,P21/n
19689,Stetindite-(Ce),4/m2/m2/m,I41/amd
19691,Steudelite,62m,P62c
19692,Steverustite,2/m,P21/n
19694,Stewartite,1,P1
19697,Stibarsen,32/m2/m,R3m
19699,Stibiconite,4/m32/m,Fd3m
19701,Stibioclaudetite,2/m,P21/n
19703,Stibiocolumbite,2mm,Pna21
19705,Stibiocolusite,43m,P43m
19706,Stibiogoldfieldite,43m,I43m
19707,Stibiopalladinite,6mm,P63cm
19710,Stibiotantalite,2mm,Pbn21
19711,Stibioustalecite,43m,I43m
19713,Stibivanite,2/m,C2/c
19714,Stibivanite,2/m2/m2/m,Pmcn
19718,Stibnite,2/m2/m2/m,Pbnm
19720,Stibnite,2/m2/m2/m,Pnma
19744,Stichtite,32/m2/m,R3m
19745,Stichtite,6/m2/m2/m,P63/mmc
19749,Stilbite-Ca,2/m,F2/m
19751,Stilbite-Ca,2/m2/m2/m,Amma
19753,Stilbite-Ca,2/m2/m2/m,Fmmm
19754,Stilbite-Na,2/m,C2/m
19756,Stilleite,43m,F43m
19757,Stillwaterite,3,P3
19761,Stillwellite-(Ce),3,P31
19767,Stilpnomelane,1,P1
19768,Stishovite,4/m2/m2/m,P42/mnm
19822,Stistaite,4/m32/m,Fm3m
19823,Stistaite,32/m2/m,R3m
19824,Stofflerite,4/m,I4/m
19825,Stoiberite,2/m,P21/c
19827,Stokesite,2/m2/m2/m,Pnna
19828,Stolperite,4/m32/m,Pm3m
19832,Stolzite,4/m,I41/a
19839,Stoppaniite,6/m2/m2/m,P6/mcc
19840,Stottite,4/m,P42/n
19855,Stottite,2/m,P2/n
19857,Stracherite,32/m2/m,R3m
19858,Straczekite,2/m,C2/m
19862,Strakhovite,2/m2/m2/m,Pnma
19863,Stranskiite,1,P1
19868,Strassmannite,2/m,C2/c
19869,Stratlingite,32/m2/m,R3m
19873,Strengite,2/m2/m2/m,Pbca
19875,Stringhamite,2/m,P21/c
19878,Stromeyerite,2mm,Cmc21
19879,Stromeyerite,2mm,Pmc21
19881,Stronadelphite,6/m,P63/m
19883,Stronalsite,2mm,Iba2
19887,Strontianite,2/m2/m2/m,Pnma
19888,Strontianite,2/m2/m2/m,Pmcn
19891,Strontioborite,2,P21
19893,Strontiochevkinite,2/m,P21/a
19895,Strontiofluorite,4/m32/m,Fm3m
19898,Strontioginorite,2/m,P21/a
19902,Strontiohurlbutite,2/m,P21/a
19904,Strontiohurlbutite,2/m,P21/c
19906,Strontiomelane,2/m,P21/n
19907,Strontio-orthojoaquinite,2mm,P21am
19908,Strontioperloffite,2/m,P21/m
19910,Strontiopharmacosiderite,42m,P42m
19911,Strontioruizite,2,C2
19916,Strunzite,1,P1
19920,Struvite,2mm,Pmn21
19923,Struvite-(K),2mm,Pmn21
19925,Studenitsite,2/m,P21/b
19926,Studtite,2/m,C2/c
19927,Stumpflite,6mm,P63mc
19928,Stumpflite,6/m2/m2/m,P63/mmc
19929,Sturmanite,3mm,P31c
19930,Stutzite,6/m2/m2/m,P6/mmm
19932,Stutzite,6,P6
19934,Suanite,2/m,P21/c
19935,Sudburyite,6mm,P63mc
19936,Sudoite,2/m,C2/c
19937,Sudoite,2/m,C2/m
19938,Sudovikovite,32/m2/m,P3m1
19939,Suenoite,2/m2/m2/m,Pnma
19940,Suessite,4/m32/m,Im3m
19941,Sugakiite,4/m2/m2/m,P42/mnm
19944,Sugilite,6/m2/m2/m,P6/mcc
19945,Sulfatoredmondite,2/m,C2/m
19946,Sulfhydrylbystrite,3mm,P31c
19947,Sulfoborite,2/m2/m2/m,Pnma
19949,Sulphohalite,4/m32/m,Fm3m
19952,Sulphotsumoite,32/m2/m,P3m1
19955,Sulphur,2/m2/m2/m,Fddd
19957,Sulphur,322,P3221
19959,Sulphur,3,R3
19960,Sulphur,2/m,P21/c
19961,Sulphur-beta,2,P21
19963,Sulvanite,43m,P43m
19968,Suolunite,2mm,Fd2d
19971,Suredaite,2/m2/m2/m,Pnma
19972,Surinamite,2/m,P2/n
19973,Surinamite,2/m,C2/c
19975,Surite,2,P21
19977,Sursassite,2/m,P21/m
19988,Susannite,3,P3
19990,Suseinargiuite,4/m,I41/a
19992,Sussexite,2/m,P21/c
19996,Svabite,1,P1
19999,Svanbergite,32/m2/m,R3m
20001,Sveinbergeite,1,P1
20004,Svenekite,1,P1
20007,Sverigeite,2/m2/m2/m,Imma
20008,Svetlanaite,2/m2/m2/m,Pnma
20010,Svornostite,2mm,Pmn21
20011,Svyatoslavite,222,P21212
20013,Svyatoslavite,2,P21
20018,Swartzite,2/m,P21/m
20020,Swedenborgite,6mm,P63mc
20024,Switzerite,2/m,P21/a
20026,Sylvanite,2/m,P2/c
20028,Sylvite,4/m32/m,Fm3m
20030,Sylvite,4/m32/m,Pm3m
20060,Symesite,1,B1
20064,Synadelphite,2/m2/m2/m,Pnma
20067,Synchysite-(Ce),2/m,C2/c
20071,Syngenite,2/m,P21/m
20074,Szaibelyite,2/m,P21/a
20076,Szenicsite,2mm,Pnn2
20079,Szenicsite,2/m2/m2/m,Pnnm
20081,Szklaryite,2/m2/m2/m,Pnma
20082,Szmikite,2/m,C2/c
20084,Szomolnokite,2/m,C2/c
20092,Szymanskiite,6,P63
20094,Tachyhydrite,3,R3
20097,Tadzhikite-(Ce),2/m,P2/a
20101,Taikanite,2,C2
20105,Tainiolite,2/m,C2/m
20106,Taipingite-(Ce),3mm,R3c
20107,Takanawaite-(Y),2/m,I2/a
20111,Takedaite,32/m2/m,R3c
20114,Takeuchiite,2/m2/m2/m,Pnnm
20115,Takovite,32/m2/m,R3m
20116,Talc,1,C1
20120,Talc,2/m,C2/c
20126,Talmessite,1,P1
20128,Talnakhite,43m,I43m
20129,Tamaite,2/m2/m2/m,Pnma
20131,Tamarugite,2/m,P21/a
20133,Tamboite,2/m,P21/c
20134,Tamuraite,32/m2/m,R3m
20135,Tancaite-(Ce),3,R3
20136,Tancoite,2/m2/m2/m,Pbcb
20138,Tangdanite,2/m,C2/c
20141,Tangeite,222,P212121
20142,Taniajacoite,1,C1
20145,Tanohataite,1,P1
20147,Tantalcarbide,4/m32/m,Fm3m
20151,Tantalite-(Mg),2/m2/m2/m,Pbcn
20155,Tantalite-(Mn),2/m2/m2/m,Pbcn
20158,Tantalowodginite,2/m,C2/c
20159,Tantite,2,I2
20160,Tapiaite,2/m,P21/n
20164,Tapiolite-(Fe),4/m2/m2/m,P42/mnm
20206,Tapiolite-(Mn),4/m2/m2/m,P42/mnm
20211,Taramellite,2/m2/m2/m,Pmmn
20216,Taranakite,32/m2/m,R3c
20217,Tarapacaite,2/m2/m2/m,Pmcn
