mineral name,point group,space group
Steenstrupine-(Ce),32/m2/m,R3m
Stefanweissite,2/m2/m2/m; 2/m,Cmca; C2/c
Steinhardtite,4/m32/m,Im3m
Steinmetzite,1,P1
Steklite,322; 322,P321; P312
Stellerite,2/m2/m2/m; 2/m2/m2/m,Fmmm; Amma
Stenhuggarite,4/m,I41/a
Stenonite,2/m,P21/n
Stephanite,2mm,Cmc21
Stepite,4/m2/m2/m,I41/acd
Stercorite,1,P1
Stergiouite,m,Pc
Sternbergite,2/m2/m2/m,Ccmb
Steropesite,m,Cc
Sterryite,2/m,P21/n
Stetindite-(Ce),4/m2/m2/m,I41/amd
Steudelite,62m,P62c
Steverustite,2/m,P21/n
Stewartite,1,P1
Stibarsen,32/m2/m,R3m
Stibiconite,4/m32/m,Fd3m
Stibioclaudetite,2/m,P21/n
Stibiocolumbite,2mm,Pna21
Stibiocolusite,43m,P43m
Stibiogoldfieldite,43m,I43m
Stibiopalladinite,6mm,P63cm
Stibiotantalite,2mm,Pbn21
Stibioustalecite,43m,I43m
Stibivanite,2/m; 2/m2/m2/m,C2/c; Pmcn
Stibnite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pnma
Stichtite,32/m2/m; 6/m2/m2/m,R3m; P63/mmc
Stilbite-Ca,2/m; 2/m2/m2/m; 2/m2/m2/m,F2/m; Amma; Fmmm
Stilbite-Na,2/m,C2/m
Stilleite,43m,F43m
Stillwaterite,3,P3
Stillwellite-(Ce),3,P31
Stilpnomelane,1,P1
Stishovite,4/m2/m2/m,P42/mnm
Stistaite,4/m32/m; 32/m2/m,Fm3m; R3m
Stofflerite,4/m,I4/m
Stoiberite,2/m,P21/c
Stokesite,2/m2/m2/m,Pnna
Stolperite,4/m32/m,Pm3m
Stolzite,4/m,I41/a
Stoppaniite,6/m2/m2/m,P6/mcc
Stottite,4/m; 2/m,P42/n; P2/n
Stracherite,32/m2/m,R3m
Straczekite,2/m,C2/m
Strakhovite,2/m2/m2/m,Pnma
Stranskiite,1,P1
Strassmannite,2/m,C2/c
Stratlingite,32/m2/m,R3m
Strengite,2/m2/m2/m,Pbca
Stringhamite,2/m,P21/c
Stromeyerite,2mm; 2mm,Cmc21; Pmc21
Stronadelphite,6/m,P63/m
Stronalsite,2mm,Iba2
Strontianite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pmcn
Strontio-orthojoaquinite,2mm,P21am
Strontioborite,2,P21
Strontiochevkinite,2/m,P21/a
Strontiofluorite,4/m32/m,Fm3m
Strontioginorite,2/m,P21/a
Strontiohurlbutite,2/m; 2/m,P21/a; P21/c
Strontiomelane,2/m,P21/n
Strontioperloffite,2/m,P21/m
Strontiopharmacosiderite,42m,P42m
Strontioruizite,2,C2
Strunzite,1,P1
Struvite,2mm,Pmn21
Struvite-(K),2mm,Pmn21
Studenitsite,2/m,P21/b
Studtite,2/m,C2/c
Stumpflite,6mm; 6/m2/m2/m,P63mc; P63/mmc
Sturmanite,3mm,P31c
Stutzite,6/m2/m2/m; 6,P6/mmm; P6
Suanite,2/m,P21/c
Sudburyite,6mm,P63mc
Sudoite,2/m; 2/m,C2/c; C2/m
Sudovikovite,32/m2/m,P3m1
Suenoite,2/m2/m2/m,Pnma
Suessite,4/m32/m,Im3m
Sugakiite,4/m2/m2/m,P42/mnm
Sugilite,6/m2/m2/m,P6/mcc
Sulfatoredmondite,2/m,C2/m
Sulfhydrylbystrite,3mm,P31c
Sulfoborite,2/m2/m2/m,Pnma
Sulphohalite,4/m32/m,Fm3m
Sulphotsumoite,32/m2/m,P3m1
Sulphur,2/m2/m2/m; 322; 3; 2/m,Fddd; P3221; R3; P21/c
Sulphur-beta,2,P21
Sulvanite,43m,P43m
Suolunite,2mm,Fd2d
Suredaite,2/m2/m2/m,Pnma
Surinamite,2/m; 2/m,P2/n; C2/c
Surite,2,P21
Sursassite,2/m,P21/m
Susannite,3,P3
Suseinargiuite,4/m,I41/a
Sussexite,2/m,P21/c
Svabite,1,P1
Svanbergite,32/m2/m,R3m
Sveinbergeite,1,P1
Svenekite,1,P1
Sverigeite,2/m2/m2/m,Imma
Svetlanaite,2/m2/m2/m,Pnma
Svornostite,2mm,Pmn21
Svyatoslavite,222; 2,P21212; P21
Swartzite,2/m,P21/m
Swedenborgite,6mm,P63mc
Switzerite,2/m,P21/a
Sylvanite,2/m,P2/c
Sylvite,4/m32/m; 4/m32/m,Fm3m; Pm3m
Symesite,1,B1
Synadelphite,2/m2/m2/m,Pnma
Synchysite-(Ce),2/m,C2/c
Syngenite,2/m,P21/m
Szaibelyite,2/m,P21/a
Szenicsite,2mm; 2/m2/m2/m,Pnn2; Pnnm
Szklaryite,2/m2/m2/m,Pnma
Szmikite,2/m,C2/c
Szomolnokite,2/m,C2/c
Szymanskiite,6,P63
Tachyhydrite,3,R3
Tadzhikite-(Ce),2/m,P2/a
Taikanite,2,C2
Tainiolite,2/m,C2/m
Taipingite-(Ce),3mm,R3c
Takanawaite-(Y),2/m,I2/a
Takedaite,32/m2/m,R3c
Takeuchiite,2/m2/m2/m,Pnnm
Takovite,32/m2/m,R3m
Talc,1; 2/m,C1; C2/c
Talmessite,1,P1
Talnakhite,43m,I43m
Tamaite,2/m2/m2/m,Pnma
Tamarugite,2/m,P21/a
Tamboite,2/m,P21/c
Tamuraite,32/m2/m,R3m
Tancaite-(Ce),3,R3
Tancoite,2/m2/m2/m,Pbcb
Tangdanite,2/m,C2/c
Tangeite,222,P212121
Taniajacoite,1,C1
Tanohataite,1,P1
Tantalcarbide,4/m32/m,Fm3m
Tantalite-(Mg),2/m2/m2/m,Pbcn
Tantalite-(Mn),2/m2/m2/m,Pbcn
Tantalowodginite,2/m,C2/c
Tantite,2,I2
Tapiaite,2/m,P21/n
Tapiolite-(Fe),4/m2/m2/m,P42/mnm
Tapiolite-(Mn),4/m2/m2/m,P42/mnm
Taramellite,2/m2/m2/m,Pmmn
Taranakite,32/m2/m,R3c
Tarapacaite,2/m2/m2/m; 2/m2/m2/m,Pmcn; Pnam
Tarbagataite,1,P1
Tarbuttite,1,P1
Tarkianite,43m,F43m
Taseqite,3mm,R3m
Tashelgite,m,Pc
Tassieite,2/m2/m2/m,Pbca
Tatarinovite,6,P63
Tausonite,2/m2/m2/m; 4/m2/m2/m; 4/m32/m,Pbnm; I4/mcm; Pm3m
Tavagnascoite,2mm,Pca21
Tavorite,1,P1
Tazheranite,4/m32/m,Fm3m
Tazieffite,2/m,C2/c
Teallite,2/m2/m2/m,Pnma
Tedhadleyite,1,A1
Teepleite,4/m2/m2/m,P4/nmm
Teineite,222,P212121
Tellurantimony,32/m2/m,R3m
Tellurite,2/m2/m2/m; 2/m2/m2/m,Pcab; Pbca
Tellurium,322; 322,P3121; P3221
Tellurobismuthite,3mm; 32/m2/m,R3m; R3m
Tellurohauchecornite,4/m2/m2/m,P4/mmm
Telluromandarinoite,2/m,P21/c
Telluronevskite,32/m2/m,P3m1
Telluropalladinite,2/m,P21/c
Telluroperite,2/m2/m2/m,Bmmb
Telyushenkoite,32/m2/m,P3m1
Tengchongite,222,C2221
Tengerite-(Y),2mm,Bb21m
Tennantite-(Cd),43m,I43m
Tennantite-(Cu),43m,I43m
Tennantite-(Fe),43m,I43m
Tennantite-(Hg),43m,I43m
Tennantite-(Ni),43m,I43m
Tenorite,2/m; m,C2/c; Cc
Tephroite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pnma
Terlinguaite,2/m,C2/c
Ternesite,2/m2/m2/m,Pnma
Terranovaite,2/m2/m2/m,Cmcm
Terrywallaceite,2/m,P21/c
Terskite,2mm,Pnc2
Teruggite,2/m,P21/a
Teschemacherite,2/m2/m2/m,Pccn
Tetradymite,3; 32/m2/m,R3; R3m
Tetraferriannite,2/m,C2/m
Tetraferroplatinum,4/m2/m2/m,P4/mmm
Tetrahedrite-(Hg),43m,I43m
Tetrahedrite-(Mn),43m,I43m
Tetrahedrite-(Ni),43m,I43m
Tetrahedrite-(Zn),43m,I43m
Tetrarooseveltite,4/m,I41/a
Tetrataenite,m; 4/m2/m2/m,Pm; P4/mmm
Tetrawickmanite,4/m,P42/n
Tewite,2/m2/m2/m,Pban
Thadeuite,222,C2221
Thalcusite,4/m2/m2/m,I4/mmm
Thalenite-(Y),2/m,P21/n
Thalhammerite,4/m2/m2/m,I4/mmm
Thalliomelane,4/m,I4/m
Thalliumpharmacosiderite,43m,P43m
Thaumasite,6/m; 6,P63/m; P63
Thebaite-(NH4),2/m,P21/c
Thenardite,2/m2/m2/m,Fddd
Theoparacelsite,2/m2/m2/m,Pmma
Theophrastite,32/m2/m,P3m1
Therasiaite,m,Cc
Thermaerogenite,4/m32/m,Fd3m
Thermessaite,2/m2/m2/m,Pbcn
Thermessaite-(NH4),2/m2/m2/m,Pbcn
Thermonatrite,2mm; 2mm,Pca21; P21ab
Thomasclarkite-(Y),2,P2
Thometzekite,2/m,C2/m
Thomsenolite,2/m,P21/c
Thomsonite-Ca,2/m2/m2/m; 2/m2/m2/m,Pncn; Pbmn
Thomsonite-Sr,2/m2/m2/m,Pcnn
Thorasphite,2/m2/m2/m,Pbcn
Thorbastnasite,62m,P62c
Thoreaulite,m; 2/m,Cc; C2/c
Thorianite,4/m32/m,Fm3m
Thorikosite,4/m2/m2/m,I4/mmm
Thorite,4/m2/m2/m,I41/amd
Thornasite,32/m2/m,R3c
Thorneite,2/m,C2/c
Thortveitite,2/m,C2/m
Thorutite,2/m,C2/m
Threadgoldite,2/m,C2/c
Thunderbayite,1,P1
Tiberiobardiite,3,R3
Tiemannite,43m,F43m
Tienshanite,6/m,P6/m
Tiettaite,2/m2/m2/m,Cmcm
Tikhonenkovite,2/m,P21/c
Tilasite,2/m; m,C2/c; Cc
Tilkerodeite,32/m2/m,P3m1
Tilleyite,2/m,P21/a
Tillmannsite,4,I4
Timroseite,2mm,P21nm
Tin,4/m2/m2/m; 4/m32/m,I41/amd; Fm3m
Tinaksite,1,P1
Tincalconite,322,R32
Tinnunculite,2/m,P21/c
Tinsleyite,2/m,P21/n
Tinticite,1,P1
Tinzenite,1,P1
Tiptopite,6,P63
Tiragalloite,2/m,P21/n
Tisinalite,3,P3
Tissintite,2/m,C2/c
Tistarite,32/m2/m,R3c
Titanite,2/m; 2/m; 2/m; 2,C2/c; A2/a; P21/a; P21
Titanium,6/m2/m2/m; 6/m2/m2/m; 4/m32/m,P63/mmc; P6/mmm; Im3m
Titanoholtite,2/m2/m2/m,Pnma
Titanomaghemite,432,P4332
Titantaramellite,2/m2/m2/m,Pmmn
Tivanite,2/m,P21/c
Tobelite,2/m,C2/c
Tobermorite,1; m,C1; Bm
Tochilinite,1; 1,C1; P1
Todorokite,2/m,P2/m
Tokkoite,1,P1
Tokyoite,2/m,P21/m
Tolbachite,2/m,C2/m
Tolovkite,2mm,Pca21
Tolstykhite,1,P1
Tomamaeite,4/m32/m,Pm3m
Tombstoneite,322,P321
Tomichite,2/m; 2/m,A2/m; P21/m
Tomiolloite,6/m,P63/m
Tondiite,32/m2/m,R3m
Tongbaite,2/m2/m2/m,Pnma
Tooeleite,2/m,C2/m
Topaz,2/m2/m2/m,Pbnm
Topsoeite,4/m,P4/n
Torbernite,4/m2/m2/m,P4/nnc
Tornebohmite-(Ce),2/m,P21/c
Tornebohmite-(La),2/m; 2/m,P21/n; P21/c
Tornroosite,4/m32/m,Fd3m
Torrecillasite,2/m2/m2/m,Pmcn
Torryweiserite,3mm,R3m
Toturite,4/m32/m,Ia3d
Tounkite,622,P6222
Townendite,32/m2/m,R3m
Toyohaite,4/m,I41/a
Trabzonite,2mm,Ama2
Transjordanite,62m,P62m
Traskite,62m,P6m2
Trattnerite,6/m2/m2/m,P6/mcc
Trebiskyite,2/m,P21/c
Trechmannite,3,R3
Tredouxite,4/m2/m2/m,P42/mnm
Trembathite,3mm,R3c
Tremolite,2/m; 2/m,C2/m; I2/m
Trevorite,4/m32/m,Fd3m
Triazolite,222,P212121
Tridymite,m; 222; 222; 6/m2/m2/m; m; 1; 2; 1,Cc; P212121; C2221; P63/mmc; Aa; C1; C21; F1
Trigonite,m,Pn
Trikalsilite,6,P63
Trilithionite,2/m,C2/c
Trimerite,2/m,P21/n
Trimounsite-(Y),2/m,P21/c
Trinepheline,6; 2,P61; P21
Triphylite,2/m2/m2/m,Pbnm
Triplite,2/m; 2/m,I2/a; C2/c
Triploidite,2/m,P21/a
Trippkeite,4/m2/m2/m,P42/mbc
Tripuhyite,4/m2/m2/m,P42/mnm
Trogtalite,332/m,Pa3
Troilite,6/m2/m2/m; 62m,P63/mmc; P62c
Trolleite,2/m,I2/c
Trona,2/m,C2/c
Trustedtite,4/m32/m,Fd3m
Tsangpoite,6/m,P63/m
Tsaregorodtsevite,222; 422; 432,I222; I422; I432
Tschaunerite,2/m2/m2/m,Cmcm
Tschermakite,2/m,C2/m
Tschermigite,332/m,Pa3
Tschernichite,2/m; 422,C2/c; P4122
Tschortnerite,4/m32/m,Fm3m
Tsepinite-Ca,2/m,C2/m
Tsepinite-K,m,Cm
Tsepinite-Na,m,Cm
Tsepinite-Sr,m,Cm
Tsikourasite,43m,F43m
Tsilaisite,3mm,R3m
Tsumcorite,2/m,C2/m
Tsumebite,2/m,P21/m
Tsumoite,32/m2/m,P3m1
Tsygankoite,2/m,C2/c
Tugarinovite,2/m,P21/c
Tugtupite,4,I4
Tuhualite,2/m2/m2/m,Cmca
Tuite,32/m2/m,R3m
Tulameenite,4/m2/m2/m,P4/mmm
Tuliokite,3,R3
Tululite,332,F23
Tumchaite,2/m,P21/c
Tundrite-(Ce),1,P1
Tunellite,2/m,P21/a
Tungsten,4/m32/m; 4/m32/m,Im3m; Pm3n
Tungstenite,6/m2/m2/m; 3mm,P63/mmc; R3m
Tungstite,2/m2/m2/m,Pmnb
Tungusite,1,P1
Tunisite,4/m2/m2/m,P4/nmm
Tuperssuatsiaite,2/m,C2/m
Turanite,1,P1
Turkestanite,4/m2/m2/m,P4/mcc
Turneaureite,6/m,P63/m
Turquoise,1,P1
Turtmannite,32/m2/m,R3c
Tuscanite,2/m,P21/a
Tusionite,3,R3
Tuzlaite,2/m,P21/c
Tvalchrelidzeite,2/m,P21/n
Tveitite-(Y),3,R3
Tvrdyite,2/m,C2/c
Tweddillite,2/m,P21/m
Twinnite,2/m,P21/n
Tychite,332/m; 4/m32/m,Fd3; Fd3m
Tyrolite,2/m; 2/m,P2/c; C2/c
Tyrrellite,4/m32/m,Fd3m
Uakitite,4/m32/m,Fm3m
Uchucchacuaite,2/m,P21/n
Udinaite,42m,I42d
Uedaite-(Ce),2/m,P21/m
Uklonskovite,2/m,P21/m
Ulexite,1,P1
Ulfanderssonite-(Ce),m,Cm
Ullmannite,332; 1,P213; P1
Ulrichite,2/m; 2/m,C2/m; P21/c
Ulvospinel,4/m32/m; 4/m2/m2/m; 2/m2/m2/m; 2/m2/m2/m,Fd3m; I41/amd; Cmcm; Pmma
Umangite,42m,P421m
Umbite,222,P212121
Umbrianite,2/m2/m2/m,Pmmn
Umohoite,2/m; 1,P21/c; P1
Ungemachite,3,R3
Upalite,2/m,P21/a
Uralborite,2/m,P21/n
Uralolite,2/m,P21/n
Uramarsite,1,P1
Uramphite,4/m2/m2/m,P4/ncc
Uraninite,4/m32/m,Fm3m
Uranocircite-II,4/m2/m2/m; 2,P4/nmm; P21
Uranoclite,2/m,P21/n
Uranophane-beta,2/m,P21/a
Uranopilite,1,P1
Uranopolycrase,2/m2/m2/m,Pbcn
Uranospathite,2mm,Pnn2
Uranosphaerite,2/m,P21/n
Urea,42m,P421m
Uricite,2/m,P21/a
Uroxite,2/m,P21/c
Urusovite,2/m,P21/c
Urvantsevite,4/m2/m2/m,I4/mmm
Ushkovite,1,P1
Usovite,2/m,C2/c
Ussingite,1,P1
Usturite,4/m32/m,Ia3d
Uvarovite,4/m32/m; 1; 2/m2/m2/m,Ia3d; I1; Fddd
Uvite,3mm,R3m
Uytenbogaardtite,432,P4132
Uzonite,2/m,P21/m
Vaesite,332/m,Pa3
Vajdakite,2/m,P21/c
Valentinite,2/m2/m2/m,Pccn
Valleriite,32/m2/m; 2/m2/m2/m,R3m; Pmma
Valleyite,43m,I43m
Vanackerite,3,P3
Vanadinite,6/m,P63/m
Vanadio-oxy-chromium-dravite,32/m2/m,R3m
Vanadio-oxy-dravite,3mm,R3m
Vanadio-pargasite,2/m,C2/m
Vanadiocarpholite,2/m2/m2/m,Ccca
Vanadium,4/m32/m,Im3m
Vanadoallanite-(La),2/m,P21/m
Vanadoandrosite-(Ce),2/m,P21/m
Vanadomalayaite,2/m,C2/c
Vanarsite,2/m,P21/c
Vandenbrandeite,1,P1
Vandendriesscheite,2/m2/m2/m,Pbca
Vanderheydenite,2/m,P21/n
Vandermeerscheite,2/m,P21/n
Vaniniite,2/m,P21/c
Vanmeersscheite,2mm,P21mn
Vantasselite,2/m2/m2/m,Pmam
Vanthoffite,2/m,P21/c
Vanuralite,2/m,A2/a
Vapnikite,2/m,P21/n
Varennesite,2/m2/m2/m,Cmcm
Vargite,2/m,P21/c
Variscite,2/m2/m2/m,Pbca
Vasilite,43m,I43m
Vasilseverginite,2/m,P21/n
Vasilyevite,1,P1
Vastmanlandite-(Ce),2/m,P21/m
Vaterite,2/m2/m2/m; 2/m; 6; 322; 2mm; 222; 1; 2; m; 6/m2/m2/m; 622,Pbnm; C2/c; P65; P3221; Ama2; P212121; C1; C2; Cc; P63/mmc; P6522
Vauquelinite,2/m,P21/n
Vauxite,1,P1
Vavrinite,6/m2/m2/m,P63/mmc
Vayrynenite,2/m,P21/a
Veatchite,2; m; 1; m,P21; Aa; P1; Cc
Veblenite,1,P1
Velikite,42m,I42m
Vendidaite,2/m,C2/c
Verbierite,2/m2/m2/m,Pnma
Vergasovaite,2/m2/m2/m,Pnma
Vermiculite,m; 2/m; 2; 2/m; 1,Cc; C2/m; C2; C2/c; P1
Verneite,332,I213
Verplanckite,6/m2/m2/m,P6/mmm
Versiliaite,2/m2/m2/m,Pbam
Vertumnite,6/m,P63/m
Veselovskyite,1,P1
Vesignieite,2/m,C2/m
Vestaite,2/m,C2/c
Vesuvianite,4/m2/m2/m; 4/m; 4mm,P4/nnc; P4/n; P4nc
Veszelyite,2/m; 2/m,P21/a; P21/c
Vicanite-(Ce),3mm,R3m
Vigezzite,2/m2/m2/m,Pnma
Vigrishinite,1,P1
Vihorlatite,32/m2/m,P3m1
Viitaniemiite,2/m,P21/m
Vikingite,2/m,C2/m
Villamaninite,2; 332/m,P21; Pa3
Villiaumite,4/m32/m,Fm3m
Villyaellenite,2/m,C2/c
Vimsite,2/m,C2/c
Vinogradovite,2/m; 2/m,C2/c; A2/a
Violarite,4/m32/m,Fd3m
Virgilite,622,P6222
Vishnevite,6,P63
Vismirnovite,332/m; 4/m32/m,Pn3; Pn3m
Vistepite,1,P1
Viteite,4/m2/m2/m,P4/mmm
Vittinkiite,1,P1
Vitusite-(Ce),2mm,Pc21b
Vivianite,2/m; 2/m,C2/m; I2/m
Vladimirite,2/m,P21/c
Vladkrivovichevite,2/m2/m2/m,Pmmn
Vladykinite,2/m,P21/c
Vlasovite,2/m,C2/c
Vlodavetsite,4/m,I4/m
Voggite,2/m,I2/m
Volaschioite,2/m,C2/m
Volborthite,2/m; 2/m; m; 2/m,C2/c; C2/m; Ia; I2/a
Volkovskite,1,P1
Voloshinite,2/m,C2/c
Voltaite,4/m32/m,Fd3c
Volynskite,32/m2/m,P3m1
Vonbezingite,2/m,P21/c
Vonsenite,2/m2/m2/m,Pbam
Vorlanite,4/m32/m,Fm3m
Voronkovite,3,R3
Vorontsovite,43m,I43m
Voudourisite,2/m,P21/n
Vranaite,2/m,I2/m
Vrbaite,2mm,Aba2
Vuagnatite,222,P212121
Vulcanite,2/m2/m2/m,Pmmn
Vuonnemite,1,P1
Vuorelainenite,4/m32/m,Fd3m
Vurroite,2/m,C2/c
Vyalsovite,m,Cm
Vymazalovaite,332,I213
Vysokyite,1,P1
Vysotskite,4/m,P42/m
Vyuntspakhkite-(Y),2/m,P21/n
Wadalite,43m,I43d
Wadeite,6/m,P63/m
Wadsleyite,2/m; 2/m2/m2/m; 2/m2/m2/m,I2/m; Imma; Ibmm
Wagnerite,2/m; 2/m; m,P21/c; I2/a; Ia
Waimirite-(Y),2/m2/m2/m,Pnma
Waipouaite,2/m,P21/c
Wairakite,2/m; 4/m2/m2/m,I2/a; I41/acd
Wairauite,4/m32/m,Pm3m
Wakabayashilite,2mm,Pna21
Wakefieldite-(Ce),4/m2/m2/m,I41/amd
Wakefieldite-(La),4/m2/m2/m,I41/amd
Wakefieldite-(Nd),4/m2/m2/m,I41/amd
Wakefieldite-(Y),4/m2/m2/m,I41/amd
Walentaite,2/m2/m2/m,Imma
Walfordite,332/m,I21/a3
Walkerite,2mm,Pba2
Wallisite,1,P1
Walpurgite,1,P1
Walstromite,1,P1
Walthierite,32/m2/m,R3m
Wampenite,2/m,P21/a
Wangdaodeite,3,R3
Wardite,422,P41212
Warikahnite,1,P1
Warkite,1,P1
Warwickite,2/m2/m2/m,Pnam
Wassonite,32/m2/m,R3m
Watatsumiite,m,Cc
Waterhouseite,2/m,P21/c
Watkinsonite,2/m,P21/m
Wattersite,2/m,C2/c
Wattevilleite,2/m,C2/c
Wavellite,2/m2/m2/m,Pcmn
Waylandite,32/m2/m,R3m
Wayneburnhamite,6,P6
Weberite,2/m2/m2/m; 2mm; 222; 2mm,Imma; Imm2; I212121; I2mb
Weddellite,4/m,I4/m
Weeksite,2/m2/m2/m; 2/m; 2/m2/m2/m; 2mm,Cmmm; C2/m; Cmmb; Amm2
Wegscheiderite,1,P1
Weibullite,2/m2/m2/m,Pnma
Weilite,1,P1
Weinebeneite,m,Cc
Weishanite,6/m2/m2/m,P63/mmc
Weissbergite,1,P1
Weissite,3mm,P3m1
Welinite,6,P63
Weloganite,1,P1
Welshite,1,P1
Wendwilsonite,2/m,P21/c
Wenjiite,6/m2/m2/m,P63/mcm
Wenkite,62m,P62m
Werdingite,1,P1
Wermlandite,32/m2/m,P3c1
Wernerbaurite,1,P1
Wernerkrauseite,2/m2/m2/m,Pnma
Wesselsite,4/m2/m2/m,P4/ncc
Westerveldite,2/m2/m2/m; 2mm; 2/m2/m2/m,Pbnm; Pna21; Pnam
Wetherillite,2/m,P21/c
Wheatleyite,1,P1
Whelanite,2mm,Pn2n
Wherryite,2/m,C2/m
Whewellite,2/m,P21/c
Whitecapsite,6/m,P63/m
Whiteite-(CaFeMg),2/m,P2/a
Whiteite-(CaMgMg),2/m,P2/a
Whiteite-(CaMnMg),2/m,P2/a
Whiteite-(CaMnMn),2/m,P2/a
Whiteite-(MnMnMg),2/m,P2/a
Whiteite-(MnMnMn),2/m,P2/a
Whiterockite,2/m,C2/m
Whitlockite,3mm,R3c
Whitmoreite,2/m,P21/c
Wickenburgite,3mm,P31c
Wickmanite,332/m; 4/m32/m,Pn3; Pn3m
Wicksite,2/m2/m2/m,Pcab
Widenmannite,2/m2/m2/m; 2/m2/m2/m,Pnmm; Pmmn
Wightmanite,2/m,I2/m
Wiklundite,32/m2/m,R3c
Wilancookite,332,I23
Wilcoxite,1,P1
Wildcatite,32/m2/m,P31m
Wildenauerite,2/m2/m2/m,Pmab
Wilhelmgumbelite,2/m2/m2/m,Pmab
Wilhelmkleinite,2/m,P21/n
Wilhelmramsayite,2/m2/m2/m,Pmmm
Wilkinsonite,1,P1
Wilkmanite,2/m; 2/m,C2/m; I2/m
Willemite,3; 42m,R3; I42d
Willhendersonite,1; 3,P1; R3
Willyamite,2mm,Pca21
Wiluite,4/m2/m2/m,P4/nnc
Winchite,2/m,C2/m
Windhoekite,2/m,C2/m
Windmountainite,2/m,C2/m
Winstanleyite,332/m,I21/a3
Wiserite,4/m,P4/n
Witherite,2/m2/m2/m; 32/m2/m,Pmcn; P31c
Wittichenite,222,P212121
Wittite,2/m,C2/m
Witzkeite,2/m,C2/c
Wodegongjieite,6/m2/m2/m,P6/mcc
Wodginite,m; 2/m,Cc; C2/c
Wohlerite,2,P21
Wolfeite,2/m,P21/a
Wollastonite,2/m; 1; 1,P21/a; C1; P1
Wolsendorfite,2/m2/m2/m,Cmcm
Wonesite,1; 2/m,C1; C2/m
Woodallite,32/m2/m,R3m
Woodhouseite,32/m2/m,R3m
Woodruffite,2/m,C2/m
Wooldridgeite,2mm,Fdd2
Wopmayite,3mm,R3c
Wrightite,2/m2/m2/m,Pnma
Wroewolfeite,m,Pc
Wulfenite,4/m,I41/a
Wulffite,2mm,Pn21a
Wulfingite,222,P212121
Wumuite,6/m2/m2/m,P6/mmm
Wupatkiite,2/m,P21/c
Wurtzite,6mm,P63mc
Wustite,4/m32/m; 3; 2/m,Fm3m; R3; C2/m
Wuyanzhiite,422,P43212
Wyartite,222; 2/m2/m2/m,P212121; Pmcn
Wycheproofite,1,P1
Wyllieite,2/m,P21/n
Xanthiosite,2/m,P21/c
Xanthoconite,2/m,C2/c
Xenotime-(Y),4/m2/m2/m,I41/amd
Xenotime-(Yb),4/m2/m2/m,I41/amd
Xieite,2/m2/m2/m; 2/m2/m2/m,Bbmm; Cmcm
Xifengite,6/m2/m2/m,P63/mcm
Xilingolite,2/m,C2/m
Ximengite,322,P3121
Xitieshanite,2/m; 2/m,P21/a; P21/c
Xonotlite,2/m; 1; 2/m; 1,A2/a; P1; P2/a; A1
Xuite,4/m32/m,Ia3d
Xuwenyuanite,43m,F43m
Yafsoanite,432; 4/m32/m,I4132; Ia3d
Yakovenchukite-(Y),2/m2/m2/m,Pcca
Yakubovichite,2/m2/m2/m,Imma
Yancowinnaite,1,P1
Yangite,1,P1
Yangzhumingite,2/m,C2/m
Yanomamite,2/m2/m2/m,Pbca
Yarlongite,6/m; 6mm,P63/m; P63mc
Yaroshevskite,1,P1
Yarzhemskiite,2/m,P21/c
Yavapaiite,2/m,C2/m
Yazganite,2/m,C2/c
Yeatmanite,1,P1
Yedlinite,3,R3
Yeelimite,43m,I43m
Yegorovite,2/m,P21/c
Yeomanite,2/m2/m2/m,Pnma
Yimengite,6/m2/m2/m,P63/mmc
Yingjiangite,222,C2221
Yixunite,4/m32/m; 4/m32/m,Fm3m; Pm3m
Yoderite,2/m,P21/m
Yofortierite,2/m,C2/m
Yoshimuraite,1,P1
Yoshiokaite,3,P3
Yttriaite-(Y),332; 332/m,I213; Ia3
Yttrialite-(Y),2/m,P21/m
Yttrocrasite-(Y),2/m2/m2/m,Pbcn
Yttrotungstite-(Ce),2/m,P21/m
Yttrotungstite-(Y),2/m,P21/m
Yuanfuliite,2/m2/m2/m,Pnma
Yuanjiangite,6mm,P63mc
Yugawaralite,m,Pc
Yuksporite,2/m,P21/m
Yurgensonite,2mm,Pna21
Yurmarinite,32/m2/m,R3c
Yusupovite,2/m,C2/m
Yuzuxiangite,2/m,P21/m
Yvonite,1,P1
Zabinskiite,1,A1
Zabuyelite,2/m,C2/c
Zaccagnaite,6/m2/m2/m; 32/m2/m,P63/mmc; R3m
Zaccariniite,4/m2/m2/m,P4/nmm
Zadovite,32/m2/m,R3m
Zagamiite,6/m2/m2/m,P63/mmc
Zairite,32/m2/m,R3m
Zalesiite,6/m,P63/m
Zanazziite,2/m,C2/c
Zangboite,2/m2/m2/m,Pbam
Zavaliaite,2/m,P21/c
Zavaritskite,4/m2/m2/m,P4/nmm
Zaykovite,2/m,C2/m
Zdenekite,2/m,P21/n
Zektzerite,2/m2/m2/m,Cmca
Zellerite,2mm,Pmn21
Zemannite,6/m,P63/m
Zenzenite,6/m2/m2/m,P63/mcm
Zeophyllite,3,R3
Zeravshanite,2/m,C2/c
Zeunerite,4/m2/m2/m; 4/m2/m2/m,I4/mmm; P4/nnc
Zhanghengite,4/m32/m,Im3m
Zhanghuifenite,2/m,P21/n
